"ID1","ID2","FormTime","DisTime","AgeGap","MSM","CondomUsingFormation"
92,385,19.4123947207,29.1643770045,16.6826190451,0,0
92,392,0.0504564857,29.1643770045,11.1762805538,0,0
105,295,15.3629804648,29.1966696322,-0.3959215757,0,0
104,332,23.2938766619,29.2410162112,5.0968634221,0,0
93,381,7.9998097525,29.7055676806,1.8176095203,0,0
151,354,13.0719463619,29.7131213106,-3.4085516797,0,0
5,395,7.3076779185,29.7314054575,-2.8110100072,0,0
18,395,6.4644718896,29.7314054575,-2.2603999751,0,0
21,395,4.1924260645,29.7314054575,0.2854767633,0,0
22,395,9.6714558726,29.7314054575,0.0243094834,0,0
42,395,10.4349775512,29.7314054575,2.2325989292,0,0
51,395,12.7703310032,29.7314054575,10.6483983534,0,0
97,395,21.0444637608,29.7314054575,9.6447273469,0,0
117,395,4.2182909324,29.7314054575,2.8843781477,0,0
136,395,27.2297298787,29.7314054575,12.0496384831,0,0
139,395,4.3347620923,29.7314054575,3.0690441293,0,0
153,395,24.0032320106,29.7314054575,9.4117843710,0,0
159,395,4.1876535442,29.7314054575,1.8780655577,0,0
187,395,21.0429261680,29.7314054575,15.0943436976,0,0
83,263,12.3294805478,29.7515235038,1.6498898203,0,0
139,263,10.5800025295,29.7515235038,5.3474317105,0,0
199,263,17.6097772343,29.7515235038,4.0265947283,0,0
52,342,16.6438162012,30.0752132600,6.3298533996,0,0
199,363,16.9503777941,30.0860211245,3.0303442243,0,0
426,459,26.5712242967,30.1129825190,4.1909911251,0,0
406,417,27.5939356721,30.1865361103,2.7022204218,0,0
