"ID1","ID2","FormTime","DisTime","AgeGap","MSM","CondomUsingFormation"
79,336,20.1183233569,30.1998322768,9.8108060032,0,0
19,321,6.9576626094,30.2088969401,4.5725676675,0,0
19,358,27.5166654338,30.2088969401,9.9075545801,0,0
19,369,21.8171694390,30.2088969401,9.7260458147,0,0
19,378,19.3380807668,30.2088969401,7.1728225019,0,0
427,421,26.5410446370,30.2817077398,-0.8075262437,0,0
71,398,25.8471551401,30.3131643579,10.7093525700,0,0
56,386,21.3398388678,30.3728793133,8.2182145255,0,0
187,386,16.6775768348,30.3728793133,10.2806851907,0,0
131,305,17.9928159645,30.4207901050,4.7503450017,0,0
71,205,28.9206753988,30.5254871817,9.0787367988,0,0
71,253,28.2683586990,30.5254871817,11.4871282699,0,0
71,297,20.4484107588,30.5254871817,8.4517501853,0,0
71,331,15.0341329639,30.5254871817,8.0245376122,0,0
71,398,30.3245805145,30.5254871817,10.7093525700,0,0
145,398,18.6319495287,30.6585944839,7.3442978147,0,0
464,468,27.7980405828,30.8898834931,0.6611096244,0,1
487,499,30.9306444711,30.9886292252,1.4447019658,0,0
153,228,7.3138646724,31.0157657372,6.1112714648,0,0
68,378,12.2387820542,31.0597572524,4.5830365149,0,0
100,378,8.5442712102,31.0597572524,1.2640059572,0,0
104,378,24.4190907913,31.0597572524,-1.3128352971,0,0
185,283,15.8992599091,31.1914180135,3.3179026486,0,0
26,392,0.1498393045,31.1949944297,-0.5040532103,0,0
95,337,13.6973556005,31.1976827131,14.5705570777,0,0
56,271,13.9154104488,31.3492690713,3.8912933797,0,0
194,271,1.0090496870,31.3492690713,7.1419625113,0,0
101,415,31.2743019567,31.4117894962,7.1117599386,0,0
102,226,8.7951308467,31.7042800071,5.0035356779,0,0
114,343,17.0892446853,31.7762852121,12.1777846136,0,0
103,414,23.2946844006,31.8441243373,5.9031718773,0,0
3,306,2.5806702335,32.0568829110,4.2184264996,0,0
177,306,1.3867089449,32.0568829110,9.3329807040,0,0
187,306,0.4408094251,32.0568829110,2.1130222695,0,0
145,379,30.1592260252,32.1159211100,5.2924254752,0,0
510,472,31.8976220665,32.1869605061,-3.8456635332,0,0
101,497,31.1085665190,32.3148589357,16.4013089818,0,0
104,205,12.3000656432,32.4966351843,2.0720511403,0,0
104,371,15.1192298518,32.4966351843,1.9838702164,0,0
104,379,32.0280564322,32.4966351843,1.6507945720,0,0
143,414,30.3398228945,32.7041121775,8.7787680147,0,0
101,418,29.4633559434,32.8566722347,7.3632769705,0,0
65,233,14.0221357652,32.8641817731,2.9035595047,0,0
65,277,23.0423684407,32.8641817731,5.1961805437,0,0
65,309,0.9674934927,32.8641817731,-1.9264548493,0,0
464,505,31.4259910405,33.0397548323,4.3797289389,0,0
117,366,5.3907407453,33.1208032208,3.5540663428,0,0
103,445,32.8232737475,33.1237554120,9.7753235296,0,0
440,468,28.9863277359,33.2486181940,3.5493265292,0,0
90,423,22.0502761811,33.4681296258,8.5061460281,0,0
428,467,28.9228740829,33.4822482562,4.9292305372,0,0
449,509,32.3146684997,33.5700141549,6.8648679573,0,0
170,209,26.8320718350,33.6519877472,7.6512034813,0,0
170,226,18.1633802417,33.6519877472,10.3919283041,0,0
170,344,33.4227957645,33.6519877472,15.8394728634,0,0
53,389,22.6135648508,33.6531193368,5.1200054946,0,0
137,328,18.8439257000,33.6984544924,-0.0691075661,0,0
37,269,32.1765580986,33.7100094025,5.6110690161,0,0
76,269,18.8946406014,33.7100094025,2.9758085803,0,0
89,269,25.8104338416,33.7100094025,5.8140480767,0,0
149,269,19.4651079594,33.7100094025,2.3425882944,0,0
161,269,17.3233464617,33.7100094025,4.1307534237,0,0
188,269,21.2046027491,33.7100094025,3.7372807123,0,0
161,414,33.0975087874,33.7181978501,9.9453776950,0,0
168,287,30.3734304336,33.8894467960,6.5090770799,0,0
62,497,31.2127846146,33.9568859198,16.8297453960,0,0
148,332,15.3049797771,34.0559395574,6.9997018922,0,0
148,398,13.4488486262,34.0559395574,5.6055053817,0,0
60,232,16.1492805839,34.0581803161,-0.1981676144,0,0
2,256,2.4052698868,34.1119282496,5.5525433857,0,0
56,256,27.8778641720,34.1119282496,10.7323839001,0,0
124,256,14.5508881710,34.1119282496,14.3941047382,0,0
136,256,11.5895493246,34.1119282496,9.7501493507,0,0
59,409,24.4054764521,34.1665079601,6.9043840242,0,0
59,432,33.7368638062,34.1665079601,11.0003529878,0,0
127,246,10.3706284366,34.3979611218,0.1712174019,0,0
6,277,0.5390987277,34.4694934163,6.2211746034,0,0
14,277,26.0481486728,34.4694934163,11.3002949873,0,0
507,522,33.3876550697,34.4770590364,1.5810815635,0,0
17,265,24.9391545930,34.4783833919,8.5647327038,0,0
17,281,26.1000260173,34.4783833919,5.0679859902,0,0
17,309,0.0404420119,34.4783833919,0.0748047620,0,0
17,310,5.5489436210,34.4783833919,5.1374894945,0,0
17,367,33.5054529627,34.4783833919,10.0186588339,0,0
60,423,26.4509611109,34.5214100914,7.2224311952,0,0
466,480,28.6360191543,34.5630810379,1.2710344512,0,0
45,206,8.1349680715,34.6168069049,4.7289628516,0,0
45,207,5.4352649053,34.6168069049,1.9255248756,0,0
45,305,15.2013397208,34.6168069049,5.4197839640,0,0
45,336,25.8176290008,34.6168069049,7.4052176680,0,0
45,381,25.1952939700,34.6168069049,4.9994785394,0,0
513,526,33.7423422586,34.6504347654,0.9074321482,0,0
427,477,28.4179377752,34.6990009864,5.8968019006,0,0
93,416,33.7107700829,34.7147385271,15.0290666108,0,0
119,319,1.7560312477,34.7157177397,-0.7687494714,0,0
56,264,0.0529577316,34.7704667363,1.4241820544,0,0
428,497,30.2919422779,34.8637898740,7.7138409216,0,0
50,221,7.7693056542,34.9055141570,0.4920138486,0,0
50,259,9.7124013334,34.9055141570,2.3411808567,0,0
50,342,8.0223371649,34.9055141570,4.7704504001,0,0
50,354,27.3573612731,34.9055141570,8.3006064556,0,0
50,363,19.5578137860,34.9055141570,5.0741468996,0,0
144,206,14.8167871654,34.9239438150,4.9497323233,0,0
531,521,34.2723439652,35.0002248227,-0.9535154824,0,0
78,206,8.8445161772,35.0401637703,2.3892276439,0,0
94,206,18.3438230582,35.0401637703,7.5304157915,0,0
147,206,31.0176401925,35.0401637703,11.5729129321,0,0
489,499,31.3135408583,35.0612565542,0.9741431467,0,0
466,480,34.5707248084,35.1582995689,1.2710344512,0,0
61,211,28.2609698514,35.1846257832,7.2241445925,0,0
61,293,6.9504010796,35.1846257832,-0.2007670460,0,0
61,304,13.5026363888,35.1846257832,5.5543671532,0,0
437,477,28.4183364618,35.1924947407,4.5100948818,0,0
450,441,28.6294592061,35.2192349072,-0.7260235012,0,0
94,214,31.0705631416,35.2535803520,9.7504393093,0,0
161,412,29.4337483912,35.2937756371,9.7751534883,0,0
72,218,12.0949452846,35.3013635229,6.4897031073,0,0
147,218,21.9793287220,35.3013635229,7.1598394336,0,0
25,353,19.4129608017,35.3332895319,10.4334790482,0,0
98,253,22.5748032029,35.5126557603,7.9121924523,0,0
139,253,34.8111263207,35.5126557603,13.0994138098,0,0
187,310,12.2204901771,35.5971412281,5.2189092424,0,0
425,491,30.0691559596,35.6731915069,7.3229484846,0,0
78,328,26.0733126580,36.0305657024,8.4625456646,0,0
78,331,25.5308131696,36.0305657024,5.4158638402,0,0
78,354,29.1153691987,36.0305657024,3.3566814507,0,0
159,219,2.3762369389,36.1947201065,-0.9018447229,0,0
159,229,5.9396536848,36.1947201065,2.9824336135,0,0
159,231,6.0131174908,36.1947201065,2.9686579013,0,0
159,246,23.8414785915,36.1947201065,7.8153833850,0,0
159,290,4.3710474488,36.1947201065,2.0577534981,0,0
159,295,32.4826468233,36.1947201065,10.4788600899,0,0
159,299,9.9597128654,36.1947201065,5.1238230790,0,0
159,336,10.4050512020,36.1947201065,8.0954632007,0,0
159,342,5.2566609371,36.1947201065,2.8565061355,0,0
159,354,15.0915624916,36.1947201065,6.3866621910,0,0
159,358,29.7317532404,36.1947201065,8.8498894078,0,0
159,381,10.2735120650,36.1947201065,5.6897240720,0,0
464,441,27.2071940752,36.2200262318,-2.7574396818,0,1
96,229,33.3911575809,36.4650550424,6.9296317220,0,0
129,229,21.8150045544,36.4650550424,6.9160241156,0,0
106,201,17.5939785775,36.5532069372,0.3550190639,0,0
466,480,35.1779447086,36.6223625058,1.2710344512,0,0
48,347,12.1800316752,36.6508583393,5.3874827009,0,0
426,477,32.4090242628,36.9600956518,6.0532498859,0,0
196,401,27.2158869840,37.0333024040,13.4637646661,0,0
510,514,32.7755500964,37.0489052685,0.8777455803,0,0
51,337,11.9117860375,37.0800543296,13.4102445403,0,0
94,246,12.6748446763,37.2138064914,9.9265907923,0,0
14,309,9.2590127837,37.2628861418,4.1776595943,0,0
48,233,25.7744736759,37.2795059902,4.0812587213,0,0
53,233,0.2841016021,37.2795059902,-4.5729744073,0,0
70,233,27.8516645817,37.2795059902,7.1217622922,0,0
179,278,32.9572857015,37.2964460674,18.0913487662,0,0
179,340,23.6154857423,37.2964460674,14.9945095122,0,0
406,441,35.8086056321,37.3696834392,5.7777337499,0,0
437,446,24.7295722970,37.4368832879,0.8045730470,0,0
187,219,35.8772565667,37.6183527334,12.3144334170,0,0
99,432,35.1335073474,37.6315094699,9.6722882127,0,0
145,208,6.3812161412,37.6390425129,0.1172136808,0,0
145,243,28.3360468167,37.6390425129,7.3429629080,0,0
145,316,16.2368884636,37.6390425129,8.3506402635,0,0
145,400,14.3948754290,37.6390425129,8.2744200996,0,0
547,532,35.3908002918,37.8790336696,-1.1463759749,0,0
93,371,19.5824087850,37.9619200669,5.5397482915,0,0
127,371,15.3948115047,37.9619200669,1.7676968602,0,0
161,371,11.7694463485,37.9619200669,0.9220398410,0,0
187,325,9.7838580543,37.9702016355,8.3594361159,0,0
187,352,26.1903706469,37.9702016355,13.9141179956,0,0
187,367,31.0324164121,37.9702016355,10.1000785819,0,0
530,500,34.9053588502,37.9931885597,-3.3023264024,0,0
153,259,34.1205401370,38.0464201333,7.9609554054,0,0
153,367,11.8611944471,38.0464201333,4.4175192553,0,0
531,521,35.0768239314,38.1325992050,-0.9535154824,0,0
437,473,29.2776965077,38.1885173013,4.1997067971,0,0
434,498,31.0968627559,38.1928860647,6.8247822018,0,0
492,536,34.5237279012,38.2212056716,4.3938730361,0,0
123,205,32.0878260938,38.2849999226,6.7202174832,0,0
12,423,22.0604327780,38.3508866585,8.3557162244,0,0
124,255,38.2655749697,38.3613293232,22.3121983268,0,0
124,286,30.1402641843,38.3613293232,13.2447706479,0,0
124,373,28.5038021585,38.3613293232,19.5124941027,0,0
124,379,33.6130658671,38.3613293232,23.8943155116,0,0
457,488,32.9275090027,38.3673266297,2.8477995319,0,0
117,234,24.0802695736,38.4006278356,7.0785050334,0,0
469,523,33.7802819133,38.4417192444,5.5621594332,0,0
114,221,15.2562746451,38.5020779100,6.4323085019,0,0
114,231,32.9197628462,38.5020779100,10.8228968192,0,0
114,278,3.1873071564,38.5020779100,7.0685774033,0,0
114,290,31.7795312148,38.5020779100,9.9119924160,0,0
114,373,23.4330423823,38.5020779100,12.5512047078,0,0
114,393,9.4312889320,38.5020779100,4.5752325931,0,0
26,376,31.2282548032,38.5180870530,14.4263828347,0,0
37,331,12.9187346998,38.5495724775,1.4363371706,0,0
102,331,20.5781357522,38.5495724775,7.0428485550,0,0
550,574,37.9453626247,38.7059853276,2.2636056776,0,1
128,401,17.2218964934,38.7250255541,5.3581608832,0,0
128,423,22.0071146511,38.7250255541,10.5965819826,0,0
21,381,21.5843042137,38.7697311018,4.0971352776,0,0
33,381,9.5653565524,38.7697311018,-1.5640443851,0,0
37,381,9.4978743275,38.7697311018,-1.3197833378,0,0
98,381,10.6254204837,38.7697311018,1.6934812861,0,0
102,381,11.5812106863,38.7697311018,4.2867280465,0,0
108,381,36.1929668790,38.7697311018,11.1017590343,0,0
180,381,9.5415129183,38.7697311018,-0.9244601698,0,0
186,381,26.1098060614,38.7697311018,4.2130593054,0,0
425,498,34.4235929369,38.8015913601,8.0929812629,0,0
502,541,34.9922098374,38.8614227107,3.9328236960,0,0
177,325,29.0749617885,38.9971309233,15.5793945504,0,0
177,393,30.4633033039,38.9971309233,17.1572302496,0,0
474,527,33.7558333692,39.0654306058,5.6091389927,0,0
14,222,8.8608153418,39.1427224345,1.4335609418,0,0
407,496,38.5187017615,39.2967060416,11.6952375396,0,0
165,281,35.7026715695,39.3237021903,9.4820657144,0,0
165,370,26.1753566482,39.3237021903,10.4578785464,0,0
427,477,34.6991252406,39.3307836907,5.8968019006,0,0
428,497,34.8692089989,39.3425710431,7.7138409216,0,0
108,379,31.8660484281,39.5567730156,14.4908221610,0,0
487,524,33.5080198060,39.5701152448,4.4298446755,0,0
457,443,26.7407598195,39.6092402926,-2.0138631478,0,0
21,373,12.8728444181,39.6924957215,3.1043769954,0,0
506,526,37.5131197279,39.8446607037,1.9893323337,0,0
173,328,19.3712054180,39.8566164788,3.0351350391,0,0
173,412,34.8128303122,39.8566164788,9.8075851248,0,0
492,536,38.2654683802,39.8664624256,4.3938730361,0,0
490,589,39.3691533260,39.9959635175,9.7424997953,0,0
8,445,30.7413786296,39.9987137424,11.0806739236,0,0
60,415,29.2337420191,40.0452139595,6.2171631914,0,0
161,225,35.7144117710,40.1491462457,2.5167733319,0,0
161,238,12.4761028793,40.1491462457,1.6487965575,0,0
161,257,27.6089090063,40.1491462457,-1.5424828371,0,0
161,295,12.8353975611,40.1491462457,1.9890370877,0,0
161,412,37.2768513365,40.1491462457,9.7751534883,0,0
161,413,24.8700658599,40.1491462457,9.8458345396,0,0
161,414,34.1956970015,40.1491462457,9.9453776950,0,0
161,497,32.5535909447,40.1491462457,19.4919586289,0,0
490,567,37.6202515499,40.2450749187,7.8680681016,0,0
38,201,33.5536263220,40.2685431896,5.7631460336,0,0
129,246,30.7504307343,40.3083230613,11.7489738871,0,0
129,373,26.3678036213,40.3083230613,8.6305562920,0,0
129,379,26.4249923749,40.3083230613,13.0123777009,0,0
143,332,15.9459499126,40.3160874115,2.8684233663,0,0
140,468,39.9706262594,40.3298850241,14.9527874411,0,0
466,527,34.0060228428,40.3321966722,6.4046373727,0,0
448,480,36.9101657420,40.4694407545,3.7984599727,0,0
186,234,18.2040624985,40.5185682365,4.5955276768,0,0
186,295,30.3470899778,40.5185682365,9.0021953233,0,0
186,304,18.1376713625,40.5185682365,8.4769309628,0,0
186,358,21.8051467565,40.5185682365,7.3732246412,0,0
547,587,39.2376875475,40.5329734954,3.9247020273,0,1
91,255,19.0877894945,40.5599423709,7.1895122831,0,0
101,418,33.6499920898,40.6392257336,7.3632769705,0,0
72,259,22.5412430069,40.6442920746,5.9108048137,0,0
91,259,5.5243516074,40.6442920746,0.1200788613,0,0
94,259,7.9694262843,40.6442920746,2.5384439994,0,0
18,293,6.8732770262,40.7402432683,0.0599959975,0,0
52,293,19.5821343764,40.7402432683,7.6718087944,0,0
68,293,12.3087389814,40.7402432683,2.6663407155,0,0
144,293,8.3737635296,40.7402432683,3.7289854693,0,0
68,205,28.7143933820,40.8074248900,7.9679229523,0,0
2,375,2.4347124673,41.0578523018,4.6157315385,0,0
48,375,24.8072178002,41.0578523018,10.9530625755,0,0
528,580,38.8260405419,41.1123349293,4.9937654105,0,0
502,574,40.0094918414,41.1126917641,6.8859269078,0,0
97,219,18.3230686695,41.1265988555,6.8648170663,0,0
97,242,31.0907447704,41.1265988555,16.4477164167,0,0
97,246,38.1549184366,41.1265988555,15.5820451742,0,0
97,274,32.3294619610,41.1265988555,11.3433221315,0,0
97,336,17.3657287519,41.1265988555,15.8621249899,0,0
97,340,2.4689453628,41.1265988555,3.8841610207,0,0
97,354,29.9211633489,41.1265988555,14.1533239802,0,0
21,369,32.4136320223,41.1981953405,7.0757918480,0,0
79,369,24.0840962502,41.1981953405,10.3837234450,0,0
91,369,11.5218116765,41.1981953405,8.3612229116,0,0
169,369,32.0773550364,41.1981953405,10.4131824523,0,0
180,369,11.8788704316,41.1981953405,2.0541964006,0,0
464,527,33.7514320588,41.2019397249,6.7066457580,0,0
510,565,37.3190755421,41.2448767404,5.1840257287,0,0
547,574,37.9447571773,41.2790523046,2.6372523239,0,0
492,536,40.0567188654,41.4817609928,4.3938730361,0,0
133,226,8.9917124558,41.4847079674,1.8899018156,0,0
94,257,35.7398567737,41.5860720218,9.0585475724,0,0
155,209,8.1650889218,41.6537244785,0.9143429163,0,0
155,336,12.5601543117,41.6537244785,5.3439992363,0,0
155,363,5.5884707616,41.6537244785,0.4087386706,0,0
420,410,23.3008636837,41.7790948783,-1.1585760982,0,0
531,534,34.3346854422,41.7842605592,0.1584244867,0,1
18,208,13.4511759610,41.8492886782,-0.2348901284,0,0
18,373,7.0545457007,41.8492886782,0.5585002571,0,0
546,541,35.2012132125,41.9831982020,-0.2093680699,0,0
427,473,28.1239226560,42.0499328394,5.5864138159,0,0
427,470,27.8710680573,42.1438756198,5.2304728833,0,0
53,281,3.3309024469,42.1454159841,-4.4098075330,0,0
53,354,41.5104068690,42.1454159841,10.0437270597,0,0
406,452,31.0331423535,42.3400548330,7.2475888519,0,0
52,363,24.1084513992,42.3421992641,6.6335498991,0,0
48,279,38.7785543698,42.5402614064,15.1908658994,0,0
51,279,16.4748081453,42.5402614064,11.6499006978,0,0
72,279,12.4152643361,42.5402614064,8.3631361236,0,0
102,279,5.6301795763,42.5402614064,1.4765718765,0,0
147,279,19.5687267281,42.5402614064,9.0332724499,0,0
76,414,31.3505586923,42.5717833307,8.7904328516,0,0
490,558,36.4348542098,42.6129523076,6.8729469116,0,0
3,228,33.6261099657,42.6479465978,13.8992350215,0,0
168,228,11.4509409395,42.6479465978,2.5146986437,0,0
51,226,36.3797459261,42.6600299380,15.1768644992,0,0
91,226,29.9023909617,42.6600299380,6.0993739726,0,0
136,226,42.3780484334,42.6600299380,16.5781046288,0,0
456,514,34.3410107887,42.7090382786,6.5685391140,0,0
486,500,32.4030068751,42.8304894621,1.7257273255,0,0
510,589,39.6866812524,42.9292399505,7.4052287941,0,0
99,220,14.4850391742,42.9822844334,-1.3131336751,0,0
190,220,28.7061518626,42.9822844334,-0.4142079903,0,0
131,295,31.9433521929,42.9874582010,9.1191755949,0,0
52,219,4.4822265767,42.9930766272,2.5715025412,0,0
70,219,42.4188446269,42.9930766272,14.4499568453,0,0
169,219,1.9175935592,42.9930766272,0.8429570870,0,0
39,242,25.1770289522,43.0646970608,14.0573986415,0,0
39,290,34.4796964650,43.0646970608,7.4340975122,0,0
39,305,25.1881575520,43.0646970608,11.4863735107,0,0
39,321,23.5020716386,43.0646970608,8.8912465094,0,0
39,367,9.5728013795,43.0646970608,2.2601444561,0,0
39,379,26.8072506723,43.0646970608,14.4551312128,0,0
474,539,42.0573012325,43.2288463723,6.7492795603,0,0
487,514,34.0957828518,43.3098807613,3.7073126495,0,0
70,340,33.6976771429,43.3554438135,11.4693007997,0,0
554,536,36.0828075623,43.3613424737,-1.5729624009,0,0
94,305,11.1492703533,43.5089166446,8.2212369040,0,0
169,305,30.3200141543,43.5089166446,7.8548313065,0,0
48,312,40.2551651236,43.5305277202,18.9615663864,0,0
32,342,5.6402193754,43.5449247176,4.9833663289,0,0
169,342,8.9635816718,43.5449247176,4.6013079453,0,0
560,586,39.0832923828,43.5784759868,2.5783339959,0,0
490,558,42.6328153710,43.6613111058,6.8729469116,0,0
96,265,14.7628266078,43.6808298169,-0.6229275797,0,0
439,452,25.8230380949,43.7036814291,1.7815850644,0,0
457,500,31.0715804434,43.7177121985,4.2517743144,0,0
440,477,29.2482055089,43.7185155625,4.2614083772,0,0
79,423,39.6395152362,43.8206892101,21.4128433943,0,0
76,243,13.4422412949,43.8512400415,1.4845567859,0,0
76,328,13.8306039483,43.8512400415,1.8477585592,0,0
76,414,43.6446401086,43.8512400415,8.7904328516,0,0
76,415,42.0875273159,43.8512400415,9.0474647422,0,0
76,430,42.6023527662,43.8512400415,10.7489446059,0,0
3,264,0.1371413243,43.8915685241,5.5920569497,0,0
70,264,10.8486333567,43.8915685241,5.6221761478,0,0
543,536,35.4984661129,44.0891754928,-0.5594661940,0,0
531,519,35.0866586205,44.1046005922,-1.0829409487,0,0
566,604,43.0594546877,44.1143720103,4.6802716277,0,0
557,595,42.0297252798,44.1311499623,4.0433511629,0,0
448,524,41.1997154357,44.2069866409,8.6784550081,0,0
448,529,35.8240614525,44.2069866409,9.1012382422,0,0
2,274,21.6813000534,44.2218937544,9.5506273027,0,0
510,477,31.8975126443,44.4229569196,-3.4795687933,0,0
449,509,33.6925444788,44.5595071756,6.8648679573,0,0
550,601,41.6009702393,44.5706547482,5.8990650982,0,0
81,201,21.4551998450,44.6209971786,2.0842087700,0,0
101,201,16.7335699943,44.6209971786,0.1223509134,0,0
487,538,40.1523268132,44.7762861378,5.7595489881,0,0
513,596,43.7661849156,44.8346593177,7.8886825960,0,0
89,441,40.4142415940,45.0014852661,15.1711858195,0,0
568,541,38.7764232747,45.0667469073,-2.4876934799,0,0
578,614,44.3405721087,45.0871821966,4.2847700648,0,0
513,537,34.8880785395,45.1589992122,1.9243518711,0,0
79,336,30.3145672465,45.1938888764,9.8108060032,0,0
105,241,29.5251958056,45.2639626803,0.4497619923,0,0
3,281,27.5153596383,45.4031766770,7.2548099683,0,0
112,281,0.1331556271,45.4031766770,-3.8422865361,0,0
490,555,41.1032273800,45.4127602614,6.6527233504,0,0
26,276,43.8362127624,45.4393338860,26.0333301361,0,0
26,352,44.8394028004,45.4393338860,21.6604073041,0,0
26,370,31.3707213878,45.4393338860,13.8715078787,0,0
137,455,43.5393564946,45.4573413589,12.1754937174,0,0
89,430,38.5201798432,45.4855884383,13.5871841023,0,0
68,205,41.4382046810,45.5432821368,7.9679229523,0,0
38,225,37.2686555261,45.5632388735,5.0669188051,0,0
38,238,26.6734828685,45.5632388735,4.1989420306,0,0
38,257,15.0453810563,45.5632388735,1.0076626361,0,0
38,304,12.8349507631,45.5632388735,4.0139182004,0,0
136,207,23.4672557765,45.5818017222,12.7873433336,0,0
81,225,32.5439551009,45.6753561313,1.3879815414,0,0
88,225,28.6076765006,45.6753561313,2.0970697228,0,0
90,225,30.3188046683,45.6753561313,-0.1847582295,0,0
111,225,38.7730780872,45.6753561313,4.2372167152,0,0
456,498,30.8785153699,45.8083576489,4.1627325831,0,0
442,558,37.3548593858,46.0607556013,12.1416095247,0,0
487,541,34.9923201021,46.0663007196,5.9237019985,0,0
93,416,35.5264423891,46.1004991190,15.0290666108,0,0
93,333,10.9717640447,46.1765649523,2.9958625014,0,0
94,333,24.5934227700,46.1765649523,8.9791844604,0,0
460,429,27.4658587251,46.2145772011,-3.9663006733,0,0
46,283,39.3825494956,46.2909420424,11.5119015499,0,0
74,283,40.9034595060,46.2909420424,6.8082364802,0,0
101,283,14.7776780665,46.2909420424,0.7039781593,0,0
174,283,25.6942232760,46.2909420424,5.5776438941,0,0
133,409,45.2733423064,46.3931016464,12.3394307042,0,0
403,232,18.2704107604,46.3953607748,-2.8889839789,0,0
403,445,29.1900074953,46.3953607748,7.1414665884,0,0
403,446,33.7705459718,46.3953607748,7.2369377271,0,0
106,328,36.4410391703,46.4262391900,0.1447219061,0,0
5,205,34.5036351737,46.4363273560,4.8109682022,0,0
25,205,26.0822252688,46.4363273560,7.4667368348,0,0
93,205,30.1444960265,46.4363273560,5.6279292154,0,0
150,205,20.6812001517,46.4363273560,2.2767054525,0,0
103,414,34.2981864464,46.4966110450,5.9031718773,0,0
103,445,35.7120905035,46.4966110450,9.7753235296,0,0
196,336,10.4054687333,46.4979734902,7.1001483744,0,0
544,587,39.3166922155,46.6164084535,4.1369996827,0,1
55,214,25.7690055786,46.6651844737,3.0297251105,0,0
55,232,31.2937561560,46.6651844737,7.6673949906,0,0
55,373,19.5273677360,46.6651844737,0.0874589983,0,0
169,316,43.3257031617,46.7055849462,13.8818037969,0,0
609,611,42.9135718478,46.7690493545,0.1539940647,0,0
3,319,37.5864928319,46.8852181387,12.9615521314,0,0
3,370,14.3458775642,46.8852181387,8.2306228003,0,0
547,639,45.8846975650,47.0995273106,10.5772069187,0,1
531,574,41.8644491884,47.1811241025,3.7902991656,0,1
502,580,46.6330423062,47.2193675342,7.7102749636,0,0
115,418,28.9408105672,47.2788589504,7.5413268399,0,0
115,468,43.4342622621,47.2788589504,13.9938406950,0,0
48,312,45.1401204891,47.3446033220,18.9615663864,0,0
48,352,27.6972875330,47.3446033220,13.0091378531,0,0
48,379,47.1170986392,47.3446033220,21.3900851961,0,0
628,642,46.5560297517,47.3564704648,1.3555105289,0,0
12,417,30.8717337622,47.3741669730,7.5604164734,0,0
24,232,43.4502254990,47.3786511310,5.9613414626,0,0
24,413,30.2986818650,47.3786511310,12.0200972223,0,0
24,418,38.9216278627,47.3786511310,12.6281893003,0,0
24,430,41.1164919875,47.3786511310,14.0781521320,0,0
566,604,46.2419130533,47.4113511452,4.6802716277,0,0
513,558,38.7141214774,47.4928595838,3.6988306836,0,0
42,373,22.4599741798,47.5050050958,5.0514991614,0,0
428,471,28.1865765479,47.5225510114,5.4156458024,0,0
428,482,28.7250428653,47.5225510114,6.0793115386,0,0
428,497,39.3507473867,47.5225510114,7.7138409216,0,0
428,498,37.3305816448,47.5225510114,7.7919124561,0,0
428,527,41.2494718209,47.5225510114,11.1738588991,0,0
192,308,15.9958260555,47.5245638644,5.7326341773,0,0
25,243,39.4118814727,47.5373835772,9.0960176993,0,0
188,243,13.8382353672,47.5373835772,2.2460289180,0,0
112,208,39.9470021898,47.5984844385,8.1281612700,0,0
112,231,42.4786499776,47.5984844385,7.1932437670,0,0
112,290,29.1203772779,47.5984844385,6.2823393638,0,0
101,497,32.8272847149,47.6229411431,16.4013089818,0,0
2,246,36.8439311443,47.6487674371,13.7893503453,0,0
2,276,11.0774764684,47.6487674371,11.0447296480,0,0
2,287,45.5453742724,47.6487674371,8.5458980479,0,0
2,373,33.4437133835,47.6487674371,10.6709327502,0,0
606,629,46.1019556283,47.6620526183,2.6529382038,0,0
494,536,34.5102587768,47.6645532231,4.3592621887,0,0
21,257,42.5327115137,47.6743396208,5.3547513707,0,1
21,328,40.0506806410,47.6743396208,9.8999376105,0,0
185,241,28.3230011486,47.7155373406,2.3579954977,0,0
185,461,46.2986494705,47.7155373406,15.3810717137,0,0
52,343,9.0775346765,47.7222601622,7.7968929599,0,0
485,499,31.2745733151,47.7246713459,1.5270474493,0,0
91,246,13.8385701916,47.7301033817,7.5082256541,0,0
91,297,38.8224592992,47.7301033817,8.5658994228,0,0
91,308,27.5730145878,47.7301033817,11.5789739927,0,0
91,354,10.0424244798,47.7301033817,6.0795044602,0,0
609,639,45.8846959612,47.8197927994,3.4069308851,0,1
44,413,29.0790107867,47.8215542705,9.1009754572,0,0
93,413,34.6751122689,47.8215542705,14.4635429901,0,0
101,413,33.7838665176,47.8215542705,6.7551848925,0,0
151,418,42.9516711558,47.8425886535,9.1485357492,0,0
628,642,47.5648499984,47.8532674047,1.3555105289,0,0
150,297,23.9767230369,47.8964090532,1.6497188390,0,0
508,580,43.6913273150,47.9888706644,7.0740608484,0,0
566,604,47.4185786868,48.0918376291,4.6802716277,0,0
609,662,47.8718665081,48.0954266876,5.3626191337,0,0
447,477,47.0425189605,48.1305789317,3.6976368260,0,0
487,541,46.0664797585,48.1682397963,5.9237019985,0,0
41,416,24.1584755518,48.2477812131,9.7087333904,0,0
44,416,26.5655105712,48.2477812131,9.6664990779,0,0
93,416,46.5808021088,48.2477812131,15.0290666108,0,0
171,416,25.6722995481,48.2477812131,6.2535352453,0,0
487,559,42.4716572233,48.2739742361,7.4289054390,0,0
493,586,39.2928847035,48.2899348677,8.9556237632,0,0
46,436,48.3183005734,48.4670809354,20.8060936730,0,0
52,209,32.8578662938,48.5085837186,7.1391541448,0,0
