id,conception_alpha_base,conception_alpha_base_1,conception_alpha_base_2,diagnosis_baseline_t0,diagnosis_baseline_t1,diagnosis_baseline_t2,diagnosis_baseline_t2_2,diagnosis_baseline_t3,diagnosis_baseline_t4,diagnosis_baseline_t5,diagnosis_eagernessfactor,dissolution_alpha_0,formation_hazard_agegapry_baseline,formation_hazard_agegapry_gap_agescale_man,formation_hazard_agegapry_gap_agescale_woman,formation_hazard_agegapry_gap_factor_man_woman_exp,formation_hazard_agegapry_numrel_man,formation_hazard_agegapry_numrel_woman,hivtransmission_param_a,hivtransmission_param_f1,person_agegap_man_dist_normal_mu,person_agegap_man_dist_normal_sigma,person_agegap_woman_dist_normal_mu,person_agegap_woman_dist_normal_sigma,person_eagerness_man_dist_gamma_a,person_eagerness_man_dist_gamma_b,person_eagerness_woman_dist_gamma_a,person_eagerness_woman_dist_gamma_b
332,-2.9642055157462583,0.5429591421419868,0.2945031530270856,-1.7512894954750926,0.3225578566265926,0.1840832337999044,0.03573253988475647,0.23946703963446486,0.247247853365446,0.6025475001904674,1.0220667193742319,-2.1766094698494385,4.525435491646015,0.261492436458944,0.3075842669560562,-1.1265917872979132,-0.4710392070539446,-0.39755177379717965,-2.1615203006306367,2.3327570820188335,-1.4636123984679597,4.2810668743004365,-1.3650617572536028,3.820979279782299,0.7357429813405177,49.1676193470845,0.27489344412479333,47.29128727874872
333,-2.9824472051382425,0.5566624841545449,0.3369012353320373,-1.74197521362689,0.2850260249289459,0.2215827185083237,0.0740969895505723,0.2677429420797698,0.24354832273379864,0.5181258454906752,1.0231729712124527,-2.2064052149868734,4.3518156961758425,0.2516332134649961,0.3039198911056986,-1.16900573641428,-0.4683051614612155,-0.38853644346030847,-2.1051167625365514,2.4949796078053987,-2.1153775481585533,3.6231481169092814,-1.4609957707390173,4.179141912368853,0.7731192869465411,45.18755354079349,0.27922208314768293,50.760263559442684
334,-2.9782774062156485,0.537477533429838,0.32854803918627823,-1.7447251578981517,0.29905168345689326,0.1994389044083562,0.06855938733864199,0.24179384051600683,0.24303293471886322,0.5952698122262563,1.0179386141848652,-2.088774554585423,4.189045967523365,0.25781267012285375,0.2983966388974999,-1.089022774298097,-0.37966653757022367,-0.36546428765513017,-2.1353341990526786,2.5781965658225197,-1.959478870885534,3.695679274914838,-1.4044948879775319,3.90783572031563,0.7781455650557072,47.594456658926646,0.236688313453285,47.25586001355517
335,-3.0127376472965572,0.5397733003558579,0.33370469071106856,-1.7328988553391442,0.2770901712668953,0.2402201771117995,0.07926351762422602,0.25015391911877,0.2613944148296623,0.5713393459891343,1.020877658724233,-2.1431973366184986,4.084233947678839,0.24837503236159375,0.3067537377263225,-0.804540060739335,-0.540275169486088,-0.37551851782100704,-2.1182196784015437,2.6205714041535453,-1.8507709226485611,4.0154626740391866,-1.0234246320828733,3.898975733841164,0.8096473960434868,45.46544150691593,0.25996855833794885,47.215694156101705
336,-3.0180920044250743,0.5252458214138638,0.3336435024275784,-1.7135669050665459,0.2990571927263279,0.2176717073549463,0.05928264842950983,0.27553181267567706,0.2733066387436599,0.595432507928249,1.0245104620266052,-2.061124652053407,4.325040638736226,0.25380652168609913,0.27748609162794485,-1.14936229333315,-0.48827635224801363,-0.2838379376324035,-2.07483916366618,2.457382557586251,-1.9608248448432324,4.315886052857632,-0.8615403108639749,3.7656519463196374,0.8331513316112775,44.467571326569406,0.2706608612365459,48.89220853498709
337,-3.0035455934145197,0.5315505694651421,0.33313297440463013,-1.73081826879887,0.29426939587598605,0.21905698474623136,0.06475611538736527,0.25947824681744347,0.26163945680600054,0.5857982106319025,1.0225975450495648,-2.12472835854412,4.301994554219502,0.2513685817219999,0.2927222014384186,-0.9538557864879298,-0.5071366926489349,-0.3297819859817664,-2.1209490648429687,2.4090114140970655,-1.679681953127195,4.329584796757476,-1.0283436333251337,3.7522400788613597,0.8093411327351525,45.41847454584728,0.2673340180600095,47.46186980846257
338,-2.9830174054588787,0.5285143725491023,0.34112541078190634,-1.732188338625423,0.29136010502606174,0.22013572085612007,0.07398625295783932,0.2445182501649701,0.25539327412660645,0.5670757624582596,1.0195224804141276,-2.0866645526898737,4.178563112598119,0.26364729741342324,0.2986659532774952,-1.1847141398277197,-0.45153405580020634,-0.31895079432674583,-2.0683873753613553,2.8319577820849644,-2.3184420264754015,3.6117097342761535,-1.305763153823514,4.239336936046193,0.8073247941032555,44.85272355441561,0.2561369511497224,49.5378055713956
339,-2.9462150433003047,0.5503582691054447,0.30374683456650414,-1.7448348169763657,0.3230641304990618,0.18838048022620196,0.04556121223147626,0.24506140949498326,0.26263696300794664,0.6164576236840849,1.0221931760058403,-2.1420171796736707,4.4421992331455735,0.27066255079430473,0.2973698142803372,-1.3098142792395948,-0.41720296448333005,-0.37007376768456646,-2.119871540179169,2.644773784026144,-2.157809789829241,3.6895949997419746,-1.4489863198456812,4.143434799268803,0.7564123355023991,47.39747985771117,0.25786723961942254,48.05036905507022
340,-2.920396454854498,0.5612448451158843,0.2873996903926918,-1.7606571061417116,0.3358744917937481,0.16831120468160943,0.028225052690608043,0.2386660482855382,0.2520065841708334,0.608068686055902,1.0244870522391682,-2.208125015126377,4.686624329036913,0.27481313275426533,0.3078238272450204,-1.2339013807435564,-0.42005246336263957,-0.3489915743584215,-2.16979712351403,2.267677689889844,-1.6603625997786837,4.265404704606915,-1.6046816296530833,3.9670014521757815,0.7218618816160131,48.56074869287194,0.27251340341428165,47.380153967632054
341,-3.0167806221612214,0.5559469141756167,0.32627295599904327,-1.7288034178863647,0.27658279200689373,0.2381546312005101,0.07169787158949308,0.2711687958087365,0.2557516971910373,0.5617732482326786,1.0244935433996107,-2.1883379281895055,4.21920651047881,0.24084336196532422,0.3083979131912979,-0.9288905582247704,-0.5031468372275348,-0.43555907681102973,-2.1330851913692035,2.423283861335066,-1.8366186934604798,3.8402903517924605,-1.0513278440202034,3.811994056193807,0.788177752466869,46.897199676061426,0.26987854802228645,48.39222233933028
342,-2.95919511666107,0.5537895470504131,0.3071995279874299,-1.7495478891365301,0.3067246393340119,0.19405165477199438,0.04444508882060971,0.24416508634263936,0.2507567137468945,0.5887347597735543,1.0223487399835114,-2.1904246385691737,4.5307430534034685,0.2548371233828475,0.3194791659944373,-1.2110622834520155,-0.4607999175077717,-0.46482140575129355,-2.1536501508384984,2.490257588557,-1.7571876432709872,3.697622021136434,-1.5190417466210595,4.06836639172219,0.7409143126195771,49.02719051433281,0.27664209750586033,48.7690485998542
343,-2.9990938739196826,0.5419756535844452,0.3410828700856198,-1.714655600846202,0.29888050063540145,0.23355174968956552,0.07364601133249728,0.28247980689073604,0.2767740790832751,0.5572404406557918,1.0279538951839904,-2.1171523899947493,4.3096860397084,0.26464092788645877,0.2721459180855878,-1.072196565420579,-0.5094565606667888,-0.1925341072108864,-2.0482341465948273,2.4509031644148394,-2.1844640279307903,4.480922436953459,-0.8534553825912304,3.9249749647645866,0.8417524338094331,41.76096560662357,0.26747703197205186,49.160287341627274
344,-3.0274201609678864,0.5309720588337693,0.32865126463329,-1.7239132946148945,0.2939311210612511,0.21915695104505836,0.06365897826545654,0.27050544543580834,0.2613131460867978,0.5883613397470349,1.0224739997622982,-2.0767784408531984,4.230311602762679,0.24172893532454473,0.2885912324339643,-1.0356244660331986,-0.464574515556169,-0.3573627162993417,-2.1178281101713066,2.4089226770560774,-1.6879936955800634,4.1395398452633065,-0.9993279786698702,3.649434612183776,0.8070943857599762,46.77168774262784,0.2638202929425345,47.95021468479211
345,-2.996510641070878,0.5376168941060367,0.34643540392919464,-1.7406197946022854,0.2792595090528764,0.2183727524033895,0.08842851538280942,0.24176579801823186,0.23269873577938602,0.5592339073006639,1.0167009382036156,-2.0814288110263814,4.0182343916857475,0.2504658749962554,0.30402826529800103,-1.0039734577201866,-0.39492757848304355,-0.39774806230644383,-2.1109524470637693,2.682119910220653,-2.0402949020931276,3.4170736127021457,-1.3748240240923388,3.9623851511961594,0.7882268593260391,47.8690614925884,0.22397258403429454,48.283090431274886
346,-3.0242545748581544,0.5373150417800959,0.31387783166264144,-1.737664291912862,0.29654077322079675,0.21612926927152876,0.05783716675198469,0.2613710171276555,0.26758714230730607,0.5499697757294709,1.0223770650175803,-2.083950457959339,4.301453616750664,0.23932517297302994,0.3075173850035185,-0.9983857337177218,-0.5164280141230299,-0.3229537253485546,-2.120756848574119,2.3928769219274524,-1.440272957528652,4.450034935431713,-1.2686467822419085,3.8410511924097714,0.791808504617481,46.419003241903006,0.28886322297225875,48.75617137394606
347,-3.0091537888336917,0.5363624432796581,0.3394934482803607,-1.7362972443065676,0.27479729844209533,0.2198113271072163,0.0766763275736511,0.24025983625372807,0.23894788429618508,0.5722730846668408,1.0177087191535836,-2.0798561816178474,4.119881147864976,0.24683823619733058,0.310493766647099,-0.9464916503297048,-0.4523624566668524,-0.404799632649174,-2.1300449580230527,2.602493922292147,-1.8638413950596788,3.7709104537207847,-1.1864968912221137,3.8627535681443503,0.797652213668668,46.93410576248513,0.25096588874764575,48.16347788881274
348,-3.027359964530843,0.5120967487486241,0.32992183981823403,-1.7152761972167454,0.2961370074508711,0.22534363616387146,0.055060873572275515,0.266794364952183,0.2934928726297835,0.6222684597505073,1.0217986009947304,-2.023221838780699,4.197342036909919,0.24741805049762167,0.2854397434080333,-1.18133433473068,-0.5000120614319307,-0.31413712790308623,-2.082602009382424,2.769134802822024,-2.100957903768538,3.9421356676379187,-0.9813439632797887,3.9488767448595454,0.8433961181738114,44.22817913033315,0.2858754863101907,48.54543432237155
349,-2.9897549872244475,0.5408701388435916,0.32442223601297004,-1.7212375999349052,0.3114905750699933,0.21766861066926457,0.05568220125027416,0.2768965010048651,0.28313741392352165,0.6183618919895734,1.027180357145542,-2.1093148865498264,4.384936620151235,0.26039713477575055,0.275267629683785,-1.07325846865226,-0.45284468293652463,-0.23597237254481437,-2.1177521117070777,2.3798940393389962,-1.9545706927103137,4.470521845011378,-0.910220291773746,3.727190187016056,0.8247662380948305,43.37098823584695,0.2712207366824127,46.713319525904076
350,-2.999528411557334,0.5589335971041078,0.3161193766380754,-1.7502933543719958,0.28413345480598823,0.23010848605928474,0.0741032411205616,0.25659188483141676,0.2479773909393458,0.5358592516610112,1.0212473017703685,-2.2286288591567063,4.206500995697906,0.23902593874160993,0.32330657161082726,-0.9296849648009978,-0.5029726058844344,-0.4788472945273466,-2.147732610942235,2.5056493544377547,-1.6532473586972871,3.62763644983653,-1.4788912043733766,4.038234660840805,0.7473434203102421,48.63467633769308,0.26617692720635683,48.2118485151316
351,-3.0487736316855,0.5287962637252961,0.34088034614782736,-1.7325392146610294,0.2651523866402318,0.21980404585627417,0.0778763431336582,0.2476469241871643,0.23364449243593627,0.5580890264723233,1.016496141858579,-2.0082239669232402,4.032987388736243,0.23306153471659494,0.30990623753875357,-0.8512868619013865,-0.4326052804063816,-0.3703978154947055,-2.1445836314002666,2.4052686189867094,-1.5495625213778355,4.131145650609522,-1.106060233686409,3.580643576710404,0.8120820932957971,47.02563400224956,0.2571737669330251,48.148828569764376
352,-2.998527663765662,0.5642539137301268,0.34547764270944586,-1.7281848203726267,0.284148392454478,0.22033770575610132,0.08214103168144155,0.2777972049506834,0.24042532868936967,0.5601524937697439,1.0253203432030213,-2.099484286081506,4.23856315398569,0.24889871041475115,0.28580301140834724,-0.9405906303011555,-0.3484692902093748,-0.2798295534761658,-2.1451468151184447,2.16710182357765,-1.9009227198438423,4.179396957648729,-1.0614536492337692,3.5460061054301817,0.8092591918141887,45.026048724880404,0.239950494312058,47.559878410197015
353,-3.018488819202009,0.5430440566991319,0.3191570216463663,-1.7307311868783308,0.29515697742609315,0.21770411491382954,0.05518715710014791,0.2834296602286584,0.2752554265372155,0.5901724435385851,1.0246206499483037,-2.145006263268049,4.388830329929115,0.23790605055575836,0.29403531137726346,-1.0716999515747065,-0.4795871750712003,-0.3723828658872362,-2.151416220819631,2.3118326897654042,-1.6772926784267785,4.1646425407937,-1.150975165112612,3.7514598853969248,0.7995907665474462,45.48173289816638,0.2918581703681538,47.771492545666156
354,-3.0071091207391474,0.5399325159271484,0.33438754467600246,-1.7248244006443179,0.2967489951003823,0.21586597144915268,0.0750160213161435,0.2667790629171324,0.25413500076855056,0.6001258482514529,1.0223572524365647,-2.070128463951979,4.142698986749078,0.25920745278720947,0.27424386065928386,-0.9166693301995581,-0.4060631761869967,-0.24625072184877964,-2.11938625671907,2.3178829486176546,-1.9135327145467516,4.4230022171499535,-0.8784772720739095,3.548049531160493,0.822219712939616,44.59649394277611,0.23351381384542563,46.0852175432825
355,-2.9674583768802174,0.5516492689673935,0.3082229205538889,-1.7474287170989455,0.29346338281211354,0.20448261181695332,0.04623232615434894,0.2350034263161489,0.24809263312689855,0.5872197353094689,1.0221917517200654,-2.1973749795281403,4.423783773716744,0.26360952665669396,0.31971816589661467,-1.0447317321667093,-0.509731037963609,-0.408657041948877,-2.1545495707968905,2.4947954470618767,-1.888634921451631,4.027717467252199,-1.2838911791424896,4.008794409883295,0.7619575715250037,46.69357310023418,0.2903018663666283,48.52072272491629
356,-3.0640383885558995,0.5260450690837161,0.3437312982470258,-1.7141036470709705,0.26298070474030427,0.244828629457278,0.07540977369024301,0.28261111949501355,0.26942505683576673,0.5503870443599791,1.0208361653315912,-2.0733224964542685,4.1098042984505625,0.22827559811371506,0.2978635345714269,-1.1506447581494785,-0.5278628594562953,-0.4276594747319445,-2.076493475625316,2.714481631372657,-2.143277213444773,3.5341119300872488,-1.0253572498081553,4.017897614072019,0.8329941489270197,44.56621256282681,0.2958531636821214,51.14247431532278
357,-2.9786823928508253,0.5581424792883992,0.33631867218692185,-1.7355319954828794,0.29229764625123617,0.20888350090012234,0.0675107592618131,0.2815882406574631,0.24531492381257178,0.5430079496601902,1.0247186331688438,-2.1858020576162525,4.460338761608642,0.2535146511236022,0.291879349314245,-1.3074621003723255,-0.4009622675592543,-0.37105407519372113,-2.112806106811868,2.3815647595867953,-2.2172965054432323,3.6158181675708585,-1.417453671556275,4.071392978618456,0.7788328942079386,45.06674214653646,0.2752880153596701,50.58130073566201
358,-3.028928990226649,0.5212533755393337,0.3373858278093601,-1.728018413543355,0.28343786720265374,0.23223171511158514,0.07171131170847385,0.2594830064223806,0.2694297021381788,0.5531561256257702,1.019464098677419,-2.068633445915203,4.137575685875978,0.2401320044394481,0.3018689562620038,-1.156093793995083,-0.5227157636041854,-0.384533722572441,-2.0709181523630478,2.827800487326912,-2.017245674422811,3.612427403255675,-1.2641625465250155,4.163670209099977,0.8124904882763715,45.58541725796162,0.28222704631643947,50.36647508751741
